dataset,n,R,metodo,tiempo
densidad-mezclada,2,5,DP,0.004899
densidad-mezclada,3,8,DP,0.00568
densidad-mezclada,4,11,DP,0.006382
densidad-mezclada,5,15,DP,0.007313
densidad-mezclada,6,19,DP,0.008856
densidad-mezclada,7,23,DP,0.01027
densidad-mezclada,8,28,DP,0.012263
densidad-mezclada,9,33,DP,0.011431
densidad-mezclada,10,38,DP,0.013355
densidad-mezclada,11,44,DP,0.016381
densidad-mezclada,12,50,DP,0.020108
densidad-mezclada,13,57,DP,0.02145
densidad-mezclada,14,63,DP,0.0377
densidad-mezclada,15,70,DP,0.020148
densidad-mezclada,16,78,DP,0.026119
densidad-mezclada,17,85,DP,0.028714
densidad-mezclada,18,94,DP,0.02696
densidad-mezclada,19,102,DP,0.030837
densidad-mezclada,20,111,DP,0.030788
densidad-mezclada,21,120,DP,0.036067
densidad-mezclada,22,129,DP,0.080141
densidad-mezclada,23,139,DP,0.04303
densidad-mezclada,24,149,DP,0.064181
densidad-mezclada,25,159,DP,0.054131
densidad-mezclada,26,170,DP,0.0642
densidad-mezclada,27,181,DP,0.074159
densidad-mezclada,28,192,DP,0.080861
densidad-mezclada,29,204,DP,0.078387
densidad-mezclada,30,216,DP,0.077185
densidad-mezclada,31,229,DP,0.084899
densidad-mezclada,32,241,DP,0.081823
densidad-mezclada,33,254,DP,0.087915
densidad-mezclada,34,268,DP,0.124063
densidad-mezclada,35,281,DP,0.111319
densidad-mezclada,36,296,DP,0.141936
densidad-mezclada,37,310,DP,0.125796
densidad-mezclada,38,325,DP,0.185218
densidad-mezclada,39,340,DP,0.119665
densidad-mezclada,40,355,DP,0.161753
densidad-mezclada,41,371,DP,0.185037
densidad-mezclada,42,387,DP,0.182893
densidad-mezclada,43,403,DP,0.164058
densidad-mezclada,44,420,DP,0.201047
densidad-mezclada,45,437,DP,0.265288
densidad-mezclada,46,454,DP,0.243237
densidad-mezclada,47,472,DP,0.147747
densidad-mezclada,48,490,DP,0.264466
densidad-mezclada,49,509,DP,0.278873
densidad-mezclada,50,527,DP,0.261841
densidad-mezclada,51,546,DP,0.3362
densidad-mezclada,52,566,DP,0.207509
densidad-mezclada,53,585,DP,0.29828
densidad-mezclada,54,606,DP,0.307447
densidad-mezclada,55,626,DP,0.270448
densidad-mezclada,56,647,DP,0.317526
densidad-mezclada,57,668,DP,0.410179
densidad-mezclada,58,689,DP,0.404078
densidad-mezclada,59,711,DP,0.359945
densidad-mezclada,60,733,DP,0.33079
densidad-mezclada,61,755,DP,0.418765
densidad-mezclada,62,778,DP,0.469691
densidad-mezclada,63,801,DP,0.446327
densidad-mezclada,64,824,DP,0.452348
densidad-mezclada,65,848,DP,0.512822
densidad-mezclada,66,872,DP,0.495108
densidad-mezclada,67,897,DP,0.483166
densidad-mezclada,68,921,DP,0.496601
densidad-mezclada,69,946,DP,0.441398
densidad-mezclada,70,972,DP,0.581561
densidad-mezclada,71,997,DP,0.612279
densidad-mezclada,72,1024,DP,0.584977
densidad-mezclada,73,1050,DP,0.697528
densidad-mezclada,74,1077,DP,0.596288
densidad-mezclada,75,1104,DP,0.77809
densidad-mezclada,76,1131,DP,0.752893
densidad-mezclada,77,1159,DP,0.808306
densidad-mezclada,78,1187,DP,0.846498
densidad-mezclada,79,1215,DP,0.765676
densidad-mezclada,80,1244,DP,0.831811
densidad-mezclada,81,1273,DP,0.80001
densidad-mezclada,82,1302,DP,0.987011
densidad-mezclada,83,1332,DP,0.807665
densidad-mezclada,84,1362,DP,0.784612
densidad-mezclada,85,1393,DP,1.03227
densidad-mezclada,86,1423,DP,0.89537
densidad-mezclada,87,1454,DP,0.839434
densidad-mezclada,88,1486,DP,0.769052
densidad-mezclada,89,1517,DP,0.937728
densidad-mezclada,90,1550,DP,0.963106
densidad-mezclada,91,1582,DP,1.15497
densidad-mezclada,92,1615,DP,1.21593
densidad-mezclada,93,1648,DP,1.15473
densidad-mezclada,94,1681,DP,1.2161
densidad-mezclada,95,1715,DP,1.19983
densidad-mezclada,96,1749,DP,1.79479
densidad-mezclada,97,1783,DP,1.26096
densidad-mezclada,98,1818,DP,1.59665
densidad-mezclada,99,1853,DP,1.25801
densidad-mezclada,100,1888,DP,1.5043
densidad-mezclada,101,1924,DP,1.71375
densidad-mezclada,102,1960,DP,1.9665
densidad-mezclada,103,1997,DP,1.42942
densidad-mezclada,104,2033,DP,1.63026
densidad-mezclada,105,2070,DP,1.77242
densidad-mezclada,106,2108,DP,1.57785
densidad-mezclada,107,2145,DP,1.62233
densidad-mezclada,108,2184,DP,1.87521
densidad-mezclada,109,2222,DP,1.42522
densidad-mezclada,110,2261,DP,2.67549
densidad-mezclada,111,2300,DP,1.96542
densidad-mezclada,112,2339,DP,2.42207
densidad-mezclada,113,2379,DP,2.29326
densidad-mezclada,114,2419,DP,2.30861
densidad-mezclada,115,2459,DP,2.02469
densidad-mezclada,116,2500,DP,2.03553
densidad-mezclada,117,2541,DP,2.45945
densidad-mezclada,118,2582,DP,1.50588
densidad-mezclada,119,2624,DP,2.37349
densidad-mezclada,120,2666,DP,1.94556
densidad-mezclada,121,2709,DP,2.80318
densidad-mezclada,122,2751,DP,2.335
densidad-mezclada,123,2794,DP,2.42765
densidad-mezclada,124,2838,DP,2.41957
densidad-mezclada,125,2881,DP,2.80199
densidad-mezclada,126,2926,DP,2.56359
densidad-mezclada,127,2970,DP,1.9295
densidad-mezclada,128,3015,DP,2.14191
densidad-mezclada,129,3060,DP,2.62628
densidad-mezclada,130,3105,DP,2.03783
densidad-mezclada,131,3151,DP,2.68356
densidad-mezclada,132,3197,DP,2.29734
densidad-mezclada,133,3243,DP,2.76304
densidad-mezclada,134,3290,DP,2.86819
densidad-mezclada,135,3337,DP,2.50421
densidad-mezclada,136,3384,DP,2.69147
densidad-mezclada,137,3432,DP,2.52177
densidad-mezclada,138,3480,DP,3.39316
densidad-mezclada,139,3529,DP,4.01169
densidad-mezclada,140,3577,DP,2.97159
densidad-mezclada,141,3626,DP,3.46125
densidad-mezclada,142,3676,DP,3.07798
densidad-mezclada,143,3725,DP,3.37581
densidad-mezclada,144,3776,DP,3.41696
densidad-mezclada,145,3826,DP,3.25507
densidad-mezclada,146,3877,DP,4.0196
densidad-mezclada,147,3928,DP,3.74647
densidad-mezclada,148,3979,DP,3.93919
densidad-mezclada,149,4031,DP,4.02848
densidad-mezclada,150,4083,DP,3.60335
densidad-mezclada,151,4135,DP,3.93785
densidad-mezclada,152,4188,DP,4.41237
densidad-mezclada,153,4241,DP,3.59159
densidad-mezclada,154,4294,DP,3.59479
densidad-mezclada,155,4348,DP,3.60859
densidad-mezclada,156,4402,DP,4.28664
densidad-mezclada,157,4457,DP,3.80967
densidad-mezclada,158,4511,DP,4.44909
densidad-mezclada,159,4566,DP,4.39108
densidad-mezclada,160,4622,DP,4.13747
densidad-mezclada,161,4677,DP,4.13178
densidad-mezclada,162,4734,DP,3.72605
densidad-mezclada,163,4790,DP,5.05244
densidad-mezclada,164,4847,DP,5.42024
densidad-mezclada,165,4904,DP,4.58338
densidad-mezclada,166,4961,DP,4.2428
densidad-mezclada,167,5019,DP,4.39422
densidad-mezclada,168,5077,DP,4.41801
densidad-mezclada,169,5135,DP,6.49709
densidad-mezclada,170,5194,DP,5.79937
densidad-mezclada,171,5253,DP,5.43086
densidad-mezclada,172,5312,DP,4.44928
densidad-mezclada,173,5372,DP,6.60475
densidad-mezclada,174,5432,DP,6.38895
densidad-mezclada,175,5493,DP,5.43018
densidad-mezclada,176,5553,DP,5.05798
densidad-mezclada,177,5614,DP,6.35113
densidad-mezclada,178,5676,DP,6.25151
densidad-mezclada,179,5737,DP,5.85301
densidad-mezclada,180,5800,DP,7.95724
densidad-mezclada,181,5862,DP,6.80373
densidad-mezclada,182,5925,DP,6.48913
densidad-mezclada,183,5988,DP,6.71153
densidad-mezclada,184,6051,DP,5.33345
densidad-mezclada,185,6115,DP,5.85145
densidad-mezclada,186,6179,DP,6.9783
densidad-mezclada,187,6243,DP,6.98072
densidad-mezclada,188,6308,DP,6.56625
densidad-mezclada,189,6373,DP,5.89464
densidad-mezclada,190,6438,DP,5.74816
densidad-mezclada,191,6504,DP,7.11219
densidad-mezclada,192,6570,DP,7.48173
densidad-mezclada,193,6637,DP,6.18597
densidad-mezclada,194,6703,DP,6.80198
densidad-mezclada,195,6770,DP,7.09926
densidad-mezclada,196,6838,DP,5.80741
densidad-mezclada,197,6905,DP,6.3182
densidad-mezclada,198,6974,DP,4.53866
densidad-mezclada,199,7042,DP,6.61901
densidad-mezclada,200,7111,DP,6.44332
